"%""Heat"	and	Mass	Transfer	"Experiment"""						
"%""Data"	"file"""									
"%""The"	time	is	"15:10:06.59."""							
"%""The"	date	is	"8-30-2005."""							
"%""Sec."	" Volts"""	Volts	Volts	Deg C	Deg C	Deg C	Deg C	kg/h	kg/h	kg/h
"%""Time"	 Cold	 Hot	" Total"""	T1   	T2   	T4   	T5   	Cold	Hot	Total
2.77	2.9	2.9	17.8	46.15	39.8	32.37		304.4335713		
2.77	2.97	2.9	17.8	46.15	41.25	32.73		308.0707931		
2.77	2.93	2.65	17.62	46.33	40.53	31.82		305.9976965		
2.81	2.98	2.59	18.17	45.97	39.8	32.37		308.5868823		
2.74	2.93	2.86	17.8	46.15	37.81	32.37		305.9976965		
2.77	2.97	2.88	17.62	46.33	38.89	32.55		308.0707931		
2.77	2.94	2.7	18.17	45.97	39.26	33.09		306.5172905		
2.77	2.95	2.83	17.99	46.15	39.08	32		307.0360017		
2.77	2.79	2.9	18.73	45.79	40.89	33.45		298.6280675		
2.77	2.96	2.88	18.36	45.97	39.26	32		307.5538344		
2.79	2.83	2.87	17.8	45.97	39.8	33.27		300.7521807		
2.74	3.02	2.81	18.55	45.79	38.89	33.09		310.6426302		
2.79	3.01	2.82	18.36	45.97	38.89	32.55		310.1299759		
2.78	2.97	2.97	18.36	45.97	39.98	33.45		308.0707931		
2.8	3	2.72	18.36	45.97	39.26	32.55		309.6164694		
2.84	2.95	2.94	17.8	46.15	39.26	33.09		307.0360017		
2.85	3.03	2.86	18.36	45.97	40.71	32.91		311.1544364		
2.79	2.96	2.82	18.55	45.97	40.16	33.27		307.5538344		
2.8	2.97	2.86	17.62	46.33	39.08	33.45		308.0707931		
2.78	3	2.88	18.36	45.97	40.89	32.55		309.6164694		
2.79	2.83	2.84	17.8	46.33	39.26	33.09		300.7521807		
2.76	2.71	2.63	17.8	46.33	37.81	32.37		294.3336605		
2.78	2.94	2.85	18.36	46.15	39.62	33.45		306.5172905		
2.75	2.92	2.87	17.8	46.51	38.89	33.09		305.477215		
2.73	2.97	2.79	17.62	46.51	39.26	32.37		308.0707931		
2.71	2.93	2.74	17.99	46.33	39.44	32.73		305.9976965		
2.74	2.86	2.76	17.8	46.33	39.8	32.55		302.3354315		
2.75	2.92	2.78	17.43	46.51	39.8	32.73		305.477215		
2.75	2.89	2.74	17.99	46.15	40.16	33.45		303.9104		
2.77	2.96	2.93	17.8	46.33	38.89	31.82		307.5538344		
2.76	2.97	2.84	18.55	45.97	39.44	33.09		308.0707931		
2.8	2.99	2.8	18.36	46.15	38.71	32.91		309.1021063		
2.74	2.98	2.7	18.17	46.33	38.71	32.37		308.5868823		
2.76	2.96	2.78	18.55	45.97	39.26	33.64		307.5538344		
2.74	2.88	2.84	18.55	45.97	39.26	32.73		303.3863227		
2.8	3.01	2.9	18.17	46.15	40.71	32.55		310.1299759		
2.77	2.96	2.84	18.55	45.97	38.71	33.64		307.5538344		
2.81	2.99	2.66	18.36	45.97	39.8	32.73		309.1021063		
2.81	2.89	2.76	18.17	46.33	38.89	32.91		303.9104		
2.76	3.01	2.83	18.55	46.33	39.8	33.45		310.1299759		
2.81	2.99	2.94	17.62	46.69	40.89	32.37		309.1021063		
2.8	2.99	2.66	17.8	46.51	40.71	32.91		309.1021063		
2.84	2.97	2.83	17.8	46.69	38.89	32.91		308.0707931		
2.8	3	2.95	17.62	46.69	40.53	32.18		309.6164694		
2.82	2.99	2.86	17.8	46.69	39.8	32.91		309.1021063		
2.77	3.01	2.85	17.99	46.69	40.16	32.73		310.1299759		
2.79	3	2.92	17.8	46.69	39.26	32.18		309.6164694		
2.78	2.94	2.7	18.36	46.33	39.8	32.18		306.5172905		
2.75	3.02	2.84	18.17	46.51	40.35	33.27		310.6426302		
2.77	2.99	2.91	17.8	46.69	39.08	32.73		309.1021063		
2.79	2.97	2.84	18.36	46.69	39.08	32.37		308.0707931		
2.76	2.99	2.9	18.17	46.51	39.26	33.09		309.1021063		
2.77	2.99	2.84	18.55	46.33	38.17	33.82		309.1021063		
2.8	2.99	2.77	18.55	46.33	40.16	32.73		309.1021063		
2.79	2.98	2.71	18.17	46.51	40.16	32.91		308.5868823		
2.75	2.93	2.86	18.36	46.33	40.71	33.64		305.9976965		
2.76	2.87	2.67	18.55	46.33	40.71	33.64		302.8613348		
2.79	2.99	2.8	18.17	46.69	39.8	32.55		309.1021063		
2.81	3.04	2.9	18.17	46.51	40.53	33.27		311.6653987		
2.79	3.02	2.82	18.55	46.33	41.61	33.82		310.6426302		
2.82	3.02	2.87	18.17	46.69	40.53	33.45		310.6426302		
2.86	3.02	2.82	18.36	46.51	39.8	32.91		310.6426302		
2.81	3.03	2.93	17.62	46.87	40.35	32.73		311.1544364		
2.79	3.03	2.87	18.17	46.69	39.44	33.64		311.1544364		
2.78	2.97	2.86	18.36	46.69	39.8	33.09		308.0707931		
2.79	2.98	2.76	17.62	46.87	39.44	32.37		308.5868823		
2.74	2.94	2.72	17.99	46.87	40.35	33.27		306.5172905		
2.77	2.98	2.83	17.8	46.87	39.98	33.27		308.5868823		
2.77	3	2.95	17.62	47.06	39.44	33.09		309.6164694		
2.79	2.95	3	17.8	46.87	39.08	32.91		307.0360017		
2.75	2.91	2.81	17.8	46.87	40.89	32		304.9558415		
2.77	3.01	2.82	17.62	46.87	40.71	33.09		310.1299759		
2.77	2.91	2.88	18.55	46.69	39.44	33.82		304.9558415		
2.76	2.97	2.74	17.8	46.87	39.62	32.91		308.0707931		
2.74	3.01	2.71	18.36	46.69	40.16	33.45		310.1299759		
2.8	3	2.91	18.55	46.69	40.35	32.73		309.6164694		
2.78	2.99	2.87	17.99	46.87	40.35	33.27		309.1021063		
2.79	2.98	2.89	18.36	46.69	40.53	33.64		308.5868823		
2.77	3.01	2.92	18.55	46.69	38.71	33.64		310.1299759		
2.79	2.95	2.74	17.99	46.87	41.07	33.64		307.0360017		
2.79	2.99	2.95	18.17	46.69	40.89	33.45		309.1021063		
2.79	3.04	2.91	18.36	46.69	40.35	33.27		311.6653987		
2.78	2.94	2.95	17.99	46.87	40.35	32.91		306.5172905		
2.76	2.99	2.7	18.17	46.87	40.71	33.27		309.1021063		
2.79	2.93	2.8	17.62	47.06	40.16	32.73		305.9976965		
2.75	2.82	2.71	17.8	47.06	39.8	33.27		300.2225672		
2.77	2.96	2.8	17.99	46.87	40.53	33.64		307.5538344		
2.78	2.95	2.76	17.8	47.24	40.53	33.27		307.0360017		
2.77	2.96	2.85	17.62	47.24	39.98	32.91		307.5538344		
2.73	2.94	2.88	17.99	47.06	39.62	33.09		306.5172905		
2.75	2.93	2.92	17.8	47.06	40.16	32.18		305.9976965		
2.75	2.9	2.72	17.62	47.24	40.35	32.37		304.4335713		
2.77	2.95	2.78	17.99	46.87	41.61	32.18		307.0360017		
2.79	2.98	2.68	17.99	47.24	39.98	32.73		308.5868823		
2.78	3	2.78	18.36	46.87	40.35	33.09		309.6164694		
2.77	2.92	2.85	17.99	47.06	39.8	32.91		305.477215		
2.77	2.92	2.84	17.62	47.24	39.62	33.27		305.477215		
2.8	2.99	3	18.55	46.87	39.98	33.27		309.1021063		
2.8	2.96	2.75	17.8	47.06	38.53	33.45		307.5538344		
2.79	3.01	2.93	18.55	46.87	40.53	34		310.1299759		
2.8	2.92	2.82	18.36	46.87	41.07	34		305.477215		
2.77	2.99	2.78	17.99	46.87	40.71	34		309.1021063		
2.74	2.95	2.84	18.36	46.87	39.44	34.18		307.0360017		
2.78	2.88	2.84	18.55	46.87	40.53	33.64		303.3863227		
2.78	2.92	2.85	18.17	47.06	40.35	34		305.477215		
2.77	2.99	2.79	18.36	46.87	40.71	34		309.1021063		
2.75	2.99	2.81	17.62	47.42	40.16	33.64		309.1021063		
2.81	3.03	2.81	18.17	47.06	40.71	33.82		311.1544364		
2.84	3.05	2.89	18.17	47.06	41.07	34		312.1755213		
2.79	3.02	2.73	17.8	47.42	39.98	33.64		310.6426302		
2.81	3.01	2.78	17.99	47.24	40.71	33.82		310.1299759		
2.79	2.98	2.9	17.8	47.42	39.08	33.45		308.5868823		
2.78	2.99	2.93	17.62	47.42	41.43	33.82		309.1021063		
2.82	3.04	3	17.99	47.24	40.16	33.82		311.6653987		
2.8	3.05	2.94	17.8	47.42	41.25	33.64		312.1755213		
2.83	2.99	2.82	17.43	47.6	41.07	33.45		309.1021063		
2.78	2.99	2.95	17.99	47.24	39.8	33.09		309.1021063		
2.8	3.04	2.84	17.43	47.42	40.89	33.45		311.6653987		
2.81	3.04	2.83	17.62	47.42	39.98	33.64		311.6653987		
2.8	3	2.87	17.99	47.42	40.89	33.27		309.6164694		
2.8	3.03	2.86	17.62	47.42	41.25	33.45		311.1544364		
2.88	3.02	3.01	18.36	47.06	41.25	33.27		310.6426302		
2.79	2.98	2.88	17.8	47.42	39.08	33.27		308.5868823		
2.82	2.98	2.75	17.62	47.42	39.44	33.09		308.5868823		
2.81	2.87	2.73	18.36	47.06	39.8	32.91		302.8613348		
2.76	2.96	2.73	17.8	47.42	40.35	32.73		307.5538344		
2.75	2.9	2.82	18.36	46.87	41.07	32.91		304.4335713		
2.76	2.9	2.66	18.36	47.24	39.08	32.91		304.4335713		
2.73	2.9	2.73	17.8	47.42	40.53	33.27		304.4335713		
2.77	2.94	2.87	18.55	47.06	40.53	32.91		306.5172905		
2.8	2.99	2.7	18.17	47.24	39.62	32.73		309.1021063		
2.83	3.02	2.89	18.36	47.06	39.26	33.45		310.6426302		
2.86	3.03	2.84	18.55	47.06	41.07	33.27		311.1544364		
2.81	3.05	2.85	18.17	47.42	40.71	33.64		312.1755213		
2.79	3.11	2.77	18.17	47.06	39.8	33.82		315.2188518		
2.82	2.97	2.92	18.36	47.06	40.35	34		308.0707931		
2.82	3.02	2.83	18.17	47.24	40.71	33.82		310.6426302		
2.81	3	2.82	18.17	47.24	41.07	34.36		309.6164694		
2.8	2.9	2.92	17.62	47.6	41.25	33.82		304.4335713		
2.81	3.05	2.61	17.99	47.42	40.53	33.82		312.1755213		
2.83	2.95	2.7	18.36	47.24	39.08	34.36		307.0360017		
2.82	2.9	3.06	17.43	47.24	39.8	33.45		304.4335713		
2.85	3.03	2.72	17.99	47.42	40.16	33.64		311.1544364		
2.84	2.97	2.88	17.99	47.6	40.71	32.91		308.0707931		
2.82	3.05	2.79	17.62	47.6	40.89	32.91		312.1755213		
2.83	3.04	2.79	17.8	47.6	40.53	33.27		311.6653987		
2.78	3.04	2.94	17.62	47.6	40.89	32.55		311.6653987		
2.81	3	2.91	17.62	47.78	39.26	32.91		309.6164694		
2.84	3.05	3.05	17.99	47.42	40.89	33.64		312.1755213		
2.81	2.91	2.93	17.8	47.6	40.53	33.27		304.9558415		
2.84	2.96	2.89	17.62	47.6	40.71	33.45		307.5538344		
2.79	2.87	2.93	17.99	47.6	39.62	34		302.8613348		
2.79	3.03	2.72	17.8	47.6	38.71	33.64		311.1544364		
2.85	3.06	2.87	18.55	47.24	40.53	33.27		312.6848083		
2.87	3.08	2.84	18.17	47.42	41.25	33.09		313.700892		
2.79	2.94	2.93	17.8	47.6	40.89	33.45		306.5172905		
2.84	2.98	2.67	18.55	47.24	40.89	32.91		308.5868823		
2.77	3.02	2.93	18.17	47.42	40.35	32.73		310.6426302		
2.76	3.02	2.77	18.36	47.24	41.61	34		310.6426302		
2.82	2.99	2.87	18.36	47.24	39.26	33.82		309.1021063		
2.78	3.04	3.14	17.99	47.42	39.98	33.82		311.6653987		
2.74	2.97	2.7	18.36	47.24	40.35	33.82		308.0707931		
2.81	2.9	2.81	18.55	47.24	40.71	33.45		304.4335713		
2.77	2.95	2.71	18.17	47.42	41.61	33.09		307.0360017		
2.77	2.98	2.85	18.55	47.24	39.62	33.09		308.5868823		
2.79	2.92	2.8	17.99	47.6	40.53	34		305.477215		
2.8	3.01	2.76	18.36	47.42	40.53	34.36		310.1299759		
2.79	2.91	2.93	18.36	47.24	40.53	34.18		304.9558415		
2.8	2.95	2.62	17.8	47.6	40.35	33.64		307.0360017		
2.84	2.98	2.85	18.17	47.42	41.61	33.64		308.5868823		
2.81	2.97	2.9	17.62	47.78	41.07	32.91		308.0707931		
2.84	3.02	2.9	17.8	47.6	41.61	33.64		310.6426302		
2.83	3.03	2.89	18.17	47.42	40.16	34		311.1544364		
2.82	2.95	2.84	17.43	47.78	40.71	33.45		307.0360017		
2.84	3.04	2.87	17.8	47.6	41.25	33.82		311.6653987		
2.81	2.91	2.99	17.8	47.78	40.71	32.73		304.9558415		
2.82	3.05	2.95	17.62	47.78	39.44	32.55		312.1755213		
2.77	2.94	2.9	17.99	47.6	41.07	33.09		306.5172905		
2.81	2.93	2.86	17.62	47.78	40.35	33.82		305.9976965		
2.78	2.92	3.01	17.62	47.78	41.25	33.45		305.477215		
2.77	2.99	2.65	17.99	47.78	40.53	32.73		309.1021063		
2.76	2.99	2.89	17.8	47.78	39.8	32.73		309.1021063		
2.74	2.98	2.78	17.62	47.78	39.44	33.09		308.5868823		
2.76	2.99	2.9	17.99	47.78	39.8	33.45		309.1021063		
2.76	2.94	2.85	17.8	47.78	41.61	33.64		306.5172905		
2.79	2.99	2.85	18.17	47.6	40.16	33.09		309.1021063		
2.75	2.99	2.8	17.8	47.78	40.89	32.73		309.1021063		
2.78	3.01	3.02	17.62	47.78	40.71	33.82		310.1299759		
2.78	2.95	2.82	17.99	47.6	41.07	33.82		307.0360017		
2.83	2.94	2.88	17.8	47.78	41.61	33.27		306.5172905		
2.79	2.94	2.89	18.55	47.42	40.53	33.09		306.5172905		
2.77	3.02	2.91	17.99	47.6	40.53	33.09		310.6426302		
2.77	3.01	2.87	17.8	47.42	39.8	34.18		310.1299759		
2.81	3.01	3.03	18.55	47.42	40.35	34		310.1299759		
2.81	3.05	2.86	18.17	47.6	39.62	33.27		312.1755213		
2.79	3.03	2.87	18.36	47.42	40.16	33.45		311.1544364		
2.83	3	2.82	18.55	47.6	40.89	33.45		309.6164694		
2.78	2.98	2.93	18.36	47.6	40.35	33.82		308.5868823		
2.79	2.91	2.78	18.55	47.42	41.43	33.45		304.9558415		
2.79	2.89	2.76	18.36	47.6	40.89	33.27		303.9104		
2.79	2.92	2.92	18.36	47.6	41.25	34.18		305.477215		
2.79	3	2.8	18.55	47.6	40.53	34.36		309.6164694		
2.79	3.02	2.87	18.17	47.78	40.53	33.27		310.6426302		
2.81	2.95	2.91	18.36	47.6	41.25	33.09		307.0360017		
2.74	3.01	2.85	18.36	47.6	39.62	33.82		310.1299759		
2.78	2.88	2.86	17.99	47.78	40.35	34		303.3863227		
2.84	3.07	2.81	18.36	47.6	40.89	34		313.1932639		
2.79	3.04	2.82	17.62	47.96	38.53	33.09		311.6653987		
2.84	3	2.97	17.8	47.96	41.98	33.82		309.6164694		
2.81	2.96	2.93	18.36	47.78	41.25	34.54		307.5538344		
2.83	3.07	2.92	17.62	47.96	40.89	33.45		313.1932639		
2.82	3.03	2.94	17.8	47.96	41.8	33.09		311.1544364		
2.76	3	2.91	17.8	47.96	39.8	33.27		309.6164694		
2.79	3.04	2.86	17.62	47.96	40.35	33.64		311.6653987		
2.81	3.02	2.86	17.8	47.96	40.35	33.82		310.6426302		
2.82	2.95	2.88	17.99	47.78	41.43	33.09		307.0360017		
2.83	2.96	2.94	17.8	48.14	41.61	32.91		307.5538344		
2.85	3.05	2.89	18.36	47.6	40.89	33.82		312.1755213		
2.82	2.95	2.91	17.99	47.78	40.53	33.09		307.0360017		
2.79	3.07	2.93	17.8	48.14	40.71	33.82		313.1932639		
2.84	3.09	2.95	18.55	47.6	41.25	34.36		314.2076967		
2.8	3	2.95	17.99	47.78	41.07	33.82		309.6164694		
2.79	3	2.92	18.36	47.6	41.8	33.64		309.6164694		
2.84	2.94	2.89	18.55	47.78	41.07	33.64		306.5172905		
2.79	3	2.92	18.36	47.78	42.52	34.18		309.6164694		
2.8	3.02	2.89	18.55	47.6	41.07	34		310.6426302		
2.8	2.92	2.77	18.36	47.78	39.98	33.09		305.477215		
2.75	2.89	2.91	18.17	47.78	41.07	34.36		303.9104		
2.81	2.88	2.78	18.55	47.6	40.53	34		303.3863227		
2.75	2.83	2.84	18.17	47.78	41.98	33.27		300.7521807		
2.78	2.98	2.85	18.36	47.78	40.16	34.18		308.5868823		
2.76	2.99	2.87	18.36	47.6	40.53	34.18		309.1021063		
2.8	2.98	2.79	18.17	47.96	42.34	33.27		308.5868823		
2.79	2.97	3	18.36	47.78	40.89	34.18		308.0707931		
2.81	3.09	2.79	17.62	48.14	40.35	33.64		314.2076967		
2.79	3.04	2.91	18.17	47.96	40.89	33.27		311.6653987		
2.81	3.04	2.8	18.36	47.78	41.43	33.82		311.6653987		
2.83	3.05	2.85	17.8	48.14	40.71	33.64		312.1755213		
2.79	3.05	2.81	17.99	47.96	42.16	33.27		312.1755213		
2.78	3	2.92	17.8	48.14	41.43	34.36		309.6164694		
2.79	2.97	2.84	17.62	48.14	40.89	33.45		308.0707931		
2.78	2.93	2.78	18.17	47.96	41.07	33.45		305.9976965		
2.8	2.98	2.71	17.62	48.14	41.25	33.82		308.5868823		
2.79	3	2.73	17.62	48.14	40.53	33.27		309.6164694		
2.81	3.05	2.82	17.99	48.14	41.25	33.64		312.1755213		
2.78	3.03	2.88	17.8	48.14	41.61	33.64		311.1544364		
2.82	3.05	2.85	17.62	48.32	40.89	33.09		312.1755213		
2.81	3.03	2.91	18.17	48.14	40.16	33.82		311.1544364		
2.83	3.01	2.92	17.8	48.14	40.53	33.64		310.1299759		
2.8	2.95	2.78	18.17	47.96	41.07	33.09		307.0360017		
2.79	2.95	2.84	17.8	48.14	39.8	33.64		307.0360017		
2.77	2.99	2.86	17.43	48.32	41.25	33.27		309.1021063		
2.81	2.94	3.01	18.17	47.96	40.53	33.27		306.5172905		
2.76	2.93	2.9	17.8	48.14	41.07	33.82		305.9976965		
2.78	3.03	2.85	18.55	47.78	40.89	33.45		311.1544364		
2.75	2.9	2.8	17.99	47.96	38.53	33.09		304.4335713		
2.73	2.83	2.85	18.55	47.78	40.71	34.36		300.7521807		
2.71	2.84	2.78	18.36	47.78	39.62	33.27		301.2808593		
2.72	2.85	2.8	17.99	47.96	40.53	33.27		301.8086079		
2.74	2.9	2.81	18.55	47.78	41.98	34		304.4335713		
2.76	2.99	2.9	18.55	47.78	41.25	33.45		309.1021063		
2.76	2.97	2.9	18.36	47.78	40.71	34.72		308.0707931		
2.82	2.96	2.9	18.55	47.78	41.43	34.36		307.5538344		
2.83	2.96	2.92	18.55	47.78	40.35	33.09		307.5538344		
2.81	3.01	2.99	18.17	47.96	41.07	34.18		310.1299759		
2.8	2.96	2.5	18.36	47.78	41.61	33.45		307.5538344		
2.8	3.02	2.86	17.8	48.14	41.8	34.18		310.6426302		
2.79	2.97	2.9	18.17	47.96	41.98	34		308.0707931		
2.74	2.96	2.75	18.55	47.78	42.16	33.64		307.5538344		
2.8	3.03	2.83	17.62	48.32	41.8	34.36		311.1544364		
2.82	3.02	2.97	18.17	47.96	41.43	33.64		310.6426302		
2.78	2.92	2.87	17.62	48.32	40.53	33.64		305.477215		
2.78	3	2.77	17.8	48.32	40.53	34		309.6164694		
2.78	2.96	2.99	18.17	48.14	40.89	33.64		307.5538344		
2.79	2.88	2.76	17.8	48.32	40.53	34		303.3863227		
2.8	3.04	2.93	17.62	48.32	40.71	33.45		311.6653987		
2.79	3	2.83	17.99	48.14	41.61	33.64		309.6164694		
2.81	2.98	2.87	17.8	48.32	41.43	33.64		308.5868823		
2.82	2.97	2.89	17.62	48.51	41.61	33.82		308.0707931		
2.81	3.02	2.8	17.99	48.14	40.71	33.82		310.6426302		
2.82	3.04	2.92	17.8	48.32	42.52	33.27		311.6653987		
2.85	3.04	2.92	18.55	47.96	40.16	34.36		311.6653987		
2.81	2.92	2.95	17.99	48.14	40.71	33.45		305.477215		
2.82	3.05	2.95	18.55	47.78	40.16	34.54		312.1755213		
2.85	3.06	2.8	18.55	47.78	40.71	33.82		312.6848083		
2.81	3.05	2.88	17.99	48.14	39.98	33.27		312.1755213		
2.83	3.04	2.76	18.36	47.96	41.8	34.36		311.6653987		
2.75	3.1	2.9	18.55	47.96	40.71	33.45		314.713682		
2.79	2.96	2.9	18.36	47.96	40.89	34.91		307.5538344		
2.8	2.99	2.84	18.55	47.78	41.07	33.64		309.1021063		
2.81	2.79	2.8	18.36	47.96	41.25	34		298.6280675		
2.77	2.9	2.96	18.36	47.96	42.16	33.82		304.4335713		
2.8	2.99	2.77	18.55	47.78	41.61	34.36		309.1021063		
2.8	2.91	2.85	18.17	48.14	41.43	33.64		304.9558415		
2.75	3.05	2.86	18.17	47.96	41.8	35.09		312.1755213		
2.74	2.97	2.81	18.36	47.96	40.71	33.82		308.0707931		
2.8	2.96	2.91	17.99	48.32	41.8	34.36		307.5538344		
2.79	3.03	2.82	18.36	47.96	41.61	34		311.1544364		
2.78	2.94	2.79	17.62	48.51	41.61	34		306.5172905		
2.79	2.97	2.84	17.99	48.32	40.89	33.64		308.0707931		
2.79	2.96	2.9	18.17	47.96	41.25	34.36		307.5538344		
2.77	3	2.87	17.8	48.51	41.8	33.09		309.6164694		
2.81	3	2.99	18.17	48.14	40.71	34.91		309.6164694		
2.84	3.04	2.88	17.62	48.51	42.16	33.09		311.6653987		
2.78	3.02	2.91	17.62	48.51	39.62	34.36		310.6426302		
2.81	3.06	2.83	17.99	48.14	41.25	33.09		312.6848083		
2.81	3.02	2.86	17.8	48.51	40.35	34		310.6426302		
2.82	2.92	2.95	17.62	48.51	41.8	33.09		305.477215		
2.82	2.98	2.92	17.8	48.32	42.52	33.82		308.5868823		
2.82	3.07	2.84	17.8	48.51	41.8	33.09		313.1932639		
2.83	3.09	2.71	17.62	48.51	42.16	33.45		314.2076967		
2.81	3.07	2.92	17.8	48.32	40.89	33.64		313.1932639		
2.82	2.93	2.91	17.62	48.51	40.53	33.64		305.9976965		
2.81	2.98	2.94	18.36	47.96	40.35	34.36		308.5868823		
2.79	2.93	2.81	17.99	48.32	41.61	33.64		305.9976965		
2.8	2.99	2.89	18.17	47.96	41.98	34.54		309.1021063		
2.81	3.03	2.82	18.36	47.96	39.98	33.45		311.1544364		
2.79	3.03	2.91	17.99	48.32	40.35	34.36		311.1544364		
2.82	2.95	2.85	18.36	47.96	40.53	34.72		307.0360017		
2.8	2.93	2.74	18.55	47.96	41.61	34		305.9976965		
2.82	2.98	2.85	18.17	48.14	40.71	34.36		308.5868823		
2.83	2.99	2.89	18.36	47.96	41.98	33.64		309.1021063		
2.81	3.05	2.73	18.36	47.96	40.71	34.36		312.1755213		
2.8	3.02	2.95	18.17	48.14	41.07	34.18		310.6426302		
2.84	2.93	2.72	18.36	47.96	40.89	33.82		305.9976965		
2.82	3.05	2.79	18.17	48.32	42.16	34.54		312.1755213		
2.8	3.02	2.95	18.36	48.14	39.8	33.82		310.6426302		
2.85	3.01	2.95	18.55	47.96	41.61	34		310.1299759		
2.81	3.04	2.88	18.17	48.14	41.61	34.54		311.6653987		
2.78	2.95	2.85	18.36	48.14	41.98	33.45		307.0360017		
2.77	3	2.87	17.99	48.51	41.8	33.82		309.6164694		
2.8	3	2.82	18.17	48.14	41.98	34.36		309.6164694		
2.77	3.03	2.81	18.36	48.14	42.16	33.64		311.1544364		
2.8	3.01	2.71	17.99	48.51	41.07	34.72		310.1299759		
2.75	2.99	2.81	18.36	48.14	41.98	33.82		309.1021063		
2.74	3.07	2.76	17.62	48.69	42.16	33.27		313.1932639		
2.78	2.96	2.75	17.99	48.51	40.16	34.54		307.5538344		
2.78	3.02	2.82	18.36	48.14	40.71	33.82		310.6426302		
2.77	2.97	2.79	17.62	48.69	42.52	33.27		308.0707931		
2.76	2.95	2.71	17.99	48.51	41.07	34.54		307.0360017		
2.74	3.03	2.76	17.62	48.51	40.53	33.27		311.1544364		
2.77	2.99	2.73	17.62	48.69	40.89	33.64		309.1021063		
2.8	2.96	2.73	17.99	48.51	39.8	34.54		307.5538344		
2.76	2.96	2.74	17.62	48.69	41.07	33.09		307.5538344		
2.77	2.85	2.83	17.62	48.51	40.89	34		301.8086079		
2.8	2.98	2.82	17.62	48.51	40.89	34		308.5868823		
2.79	3.05	2.67	17.43	48.69	41.98	33.09		312.1755213		
2.81	3.06	2.79	17.99	48.32	41.61	33.27		312.6848083		
2.8	3.16	2.93	17.8	48.51	40.89	34		317.7326057		
2.79	3.05	2.82	17.62	48.69	41.43	33.45		312.1755213		
2.82	3.08	2.78	17.99	48.51	40.89	33.27		313.700892		
2.83	3.09	2.71	17.8	48.51	39.62	34.18		314.2076967		
2.84	3.05	2.9	18.55	48.14	40.89	34.72		312.1755213		
2.82	2.89	2.85	18.17	48.51	40.71	33.45		303.9104		
2.82	2.87	2.78	17.99	48.51	40.16	34		302.8613348		
2.78	3.02	2.86	18.55	48.14	39.26	34		310.6426302		
2.8	2.94	2.98	18.17	48.51	42.16	33.09		306.5172905		
2.76	2.96	2.89	18.55	48.32	41.25	34.18		307.5538344		
2.77	2.97	2.75	18.55	48.14	40.35	34.54		308.0707931		
2.75	2.99	2.9	18.36	48.32	39.26	33.45		309.1021063		
2.77	2.99	2.71	18.36	48.32	40.16	33.82		309.1021063		
2.78	3.02	2.89	18.55	48.14	40.71	34.54		310.6426302		
2.85	2.92	2.83	18.17	48.51	42.7	34.54		305.477215		
2.79	2.99	2.86	18.36	48.32	41.25	33.64		309.1021063		
2.8	3.03	2.9	18.36	48.14	40.89	34		311.1544364		
2.82	2.98	2.78	18.17	48.51	41.43	34.36		308.5868823		
2.78	3.04	2.82	18.36	48.32	41.8	34		311.6653987		
2.82	3.04	2.81	17.8	48.69	41.8	33.27		311.6653987		
2.8	3.04	2.88	18.17	48.51	40.71	34		311.6653987		
2.81	2.99	2.95	18.17	48.32	40.71	33.64		309.1021063		
2.82	3	2.93	17.8	48.69	41.8	34.36		309.6164694		
2.85	2.89	2.51	18.17	48.51	41.07	33.64		303.9104		
2.82	3.07	2.78	17.8	48.87	40.89	33.45		313.1932639		
2.81	2.94	2.76	17.99	48.69	41.07	34.54		306.5172905		
2.8	3.01	2.88	17.62	48.69	42.7	34.18		310.1299759		
2.79	3.06	2.9	17.62	48.69	41.98	33.45		312.6848083		
2.78	3.04	2.85	17.99	48.69	40.89	33.64		311.6653987		
2.8	3.07	2.89	17.8	48.69	39.8	33.64		313.1932639		
2.8	3.06	2.74	17.8	48.69	42.7	34.18		312.6848083		
2.81	3.05	2.92	17.8	48.69	41.43	33.82		312.1755213		
2.79	3.03	2.78	17.62	48.69	40.53	33.09		311.1544364		
2.8	2.95	2.83	17.43	48.87	41.25	34.18		307.0360017		
2.76	3	2.88	17.8	48.69	41.98	34		309.6164694		
2.8	3.02	2.89	17.62	48.87	42.88	33.27		310.6426302		
2.8	3.01	2.77	18.17	48.69	42.52	33.27		310.1299759		
2.78	3.02	2.96	17.8	48.69	40.35	33.64		310.6426302		
2.81	3.06	2.94	17.8	48.87	40.71	34.36		312.6848083		
2.82	2.99	2.94	18.17	48.69	40.71	34.54		309.1021063		
2.83	2.99	2.9	17.8	48.69	41.25	33.27		309.1021063		
2.82	3.06	2.94	18.36	48.51	42.88	33.45		312.6848083		
2.83	3.02	2.96	18.17	48.69	41.07	33.82		310.6426302		
2.81	3	2.68	17.62	48.87	40.89	34		309.6164694		
2.78	3.02	2.87	18.55	48.51	40.35	34.36		310.6426302		
2.77	3.01	2.87	17.99	48.69	41.61	33.09		310.1299759		
2.79	2.99	2.94	18.36	48.51	41.07	33.64		309.1021063		
2.79	2.97	2.91	18.36	48.51	41.8	34.36		308.0707931		
2.77	3	2.86	17.8	48.69	41.25	35.09		309.6164694		
2.81	2.85	2.79	18.36	48.51	41.8	34		301.8086079		
2.81	3.03	2.96	18.36	48.69	40.89	33.45		311.1544364		
